Weather,Traffic,Vehicle,Area,Category,avg_delivery_time,avg_pickup_delay,percent_late,deliveries
Cloudy,Jam ,scooter ,Urban ,Shoes,158.33333333333334,10.416666666666666,25.0,12
Cloudy,Jam ,scooter ,Urban ,Skincare,185.9090909090909,9.545454545454545,54.54545454545454,11
Cloudy,Jam ,scooter ,Urban ,Snacks,174.5,10.0,50.0,10
Cloudy,Jam ,scooter ,Urban ,Sports,177.0,9.0,40.0,5
Cloudy,Jam ,scooter ,Urban ,Toys,191.0,13.0,60.0,5
Cloudy,Jam ,van,Metropolitian ,Apparel,184.58333333333334,9.166666666666666,58.333333333333336,12
Cloudy,Jam ,van,Metropolitian ,Books,157.14285714285714,7.142857142857143,28.57142857142857,7
Cloudy,Jam ,van,Metropolitian ,Clothing,177.5,10.625,50.0,8
Cloudy,Jam ,van,Metropolitian ,Cosmetics,197.5,10.0,100.0,4
Cloudy,Jam ,van,Metropolitian ,Electronics,189.16666666666666,9.166666666666666,66.66666666666666,6
Cloudy,Jam ,van,Metropolitian ,Grocery,35.583333333333336,9.583333333333334,0.0,12
Cloudy,Jam ,van,Metropolitian ,Home,173.88888888888889,9.444444444444445,44.44444444444444,9
Cloudy,Jam ,van,Metropolitian ,Jewelry,180.0,11.428571428571429,57.14285714285714,7
Cloudy,Jam ,van,Metropolitian ,Kitchen,190.0,12.0,60.0,5
Cloudy,Jam ,van,Metropolitian ,Outdoors,195.0,8.0,80.0,5
Cloudy,Jam ,van,Metropolitian ,Pet Supplies,180.0,10.0,66.66666666666666,6
Cloudy,Jam ,van,Metropolitian ,Shoes,174.28571428571428,9.285714285714286,57.14285714285714,7
Cloudy,Jam ,van,Metropolitian ,Skincare,178.33333333333334,8.333333333333334,66.66666666666666,9
Cloudy,Jam ,van,Metropolitian ,Snacks,181.8181818181818,9.090909090909092,54.54545454545454,11
Cloudy,Jam ,van,Metropolitian ,Sports,180.625,10.625,62.5,8
Cloudy,Jam ,van,Metropolitian ,Toys,170.0,12.5,50.0,2
Cloudy,Jam ,van,Other,Clothing,185.0,15.0,100.0,1
Cloudy,Jam ,van,Other,Electronics,150.0,15.0,0.0,1
Cloudy,Jam ,van,Other,Grocery,36.0,10.0,0.0,1
Cloudy,Jam ,van,Other,Shoes,160.0,10.0,0.0,1
Cloudy,Jam ,van,Other,Snacks,222.5,5.0,100.0,2
Cloudy,Jam ,van,Other,Sports,110.0,5.0,0.0,1
Cloudy,Jam ,van,Other,Toys,210.0,5.0,100.0,1
Cloudy,Jam ,van,Semi-Urban ,Kitchen,245.0,15.0,100.0,1
Cloudy,Jam ,van,Semi-Urban ,Shoes,245.0,10.0,100.0,1
Cloudy,Jam ,van,Urban ,Apparel,185.0,15.0,100.0,1
Cloudy,Jam ,van,Urban ,Books,185.0,12.5,50.0,2
Cloudy,Jam ,van,Urban ,Cosmetics,177.0,7.0,60.0,5
Cloudy,Jam ,van,Urban ,Electronics,190.0,5.0,100.0,1
Cloudy,Jam ,van,Urban ,Jewelry,180.0,10.0,33.33333333333333,3
Cloudy,Jam ,van,Urban ,Kitchen,120.0,15.0,0.0,2
Cloudy,Jam ,van,Urban ,Outdoors,167.5,10.0,50.0,2
Cloudy,Jam ,van,Urban ,Pet Supplies,186.25,11.25,50.0,4
Cloudy,Jam ,van,Urban ,Shoes,172.5,7.5,0.0,2
Cloudy,Jam ,van,Urban ,Skincare,157.5,7.5,0.0,2
Cloudy,Jam ,van,Urban ,Snacks,200.0,10.0,100.0,1
Cloudy,Jam ,van,Urban ,Sports,205.0,10.0,100.0,1
Cloudy,Low ,motorcycle ,Metropolitian ,Apparel,117.65625,-57.65625,15.625,64
Cloudy,Low ,motorcycle ,Metropolitian ,Books,122.8225806451613,-35.806451612903224,17.741935483870968,62
Cloudy,Low ,motorcycle ,Metropolitian ,Clothing,109.41176470588235,-53.6764705882353,10.294117647058822,68
Cloudy,Low ,motorcycle ,Metropolitian ,Cosmetics,126.85185185185185,-43.7962962962963,16.666666666666664,54
Cloudy,Low ,motorcycle ,Metropolitian ,Electronics,124.5,-106.1,18.0,50
Cloudy,Low ,motorcycle ,Metropolitian ,Grocery,23.625,-15.982142857142858,0.0,56
Cloudy,Low ,motorcycle ,Metropolitian ,Home,120.15873015873017,-81.74603174603175,14.285714285714285,63
Cloudy,Low ,motorcycle ,Metropolitian ,Jewelry,119.75806451612904,-59.516129032258064,16.129032258064516,62
Cloudy,Low ,motorcycle ,Metropolitian ,Kitchen,127.91666666666667,-129.93055555555554,22.22222222222222,72
Cloudy,Low ,motorcycle ,Metropolitian ,Outdoors,113.82352941176471,-53.970588235294116,10.294117647058822,68
Cloudy,Low ,motorcycle ,Metropolitian ,Pet Supplies,118.66071428571429,-119.01785714285714,7.142857142857142,56
Cloudy,Low ,motorcycle ,Metropolitian ,Shoes,123.55263157894737,-8.75,11.842105263157894,76
Cloudy,Low ,motorcycle ,Metropolitian ,Skincare,122.98387096774194,-59.75806451612903,14.516129032258066,62
Cloudy,Low ,motorcycle ,Metropolitian ,Snacks,122.45283018867924,-179.71698113207546,13.20754716981132,53
Cloudy,Low ,motorcycle ,Metropolitian ,Sports,124.21875,-58.515625,15.625,64
Cloudy,Low ,motorcycle ,Metropolitian ,Toys,112.13235294117646,-53.75,4.411764705882353,68
Cloudy,Low ,motorcycle ,Other,Apparel,125.0,15.0,0.0,1
Cloudy,Low ,motorcycle ,Other,Cosmetics,78.33333333333333,11.666666666666666,0.0,3
Cloudy,Low ,motorcycle ,Other,Grocery,21.666666666666668,13.333333333333334,0.0,3
Cloudy,Low ,motorcycle ,Other,Home,88.33333333333333,10.0,0.0,3
Cloudy,Low ,motorcycle ,Other,Jewelry,83.33333333333333,8.333333333333334,0.0,3
Cloudy,Low ,motorcycle ,Other,Kitchen,110.0,15.0,0.0,2
Cloudy,Low ,motorcycle ,Other,Outdoors,142.5,10.0,50.0,2
Cloudy,Low ,motorcycle ,Other,Pet Supplies,111.42857142857143,-194.28571428571428,14.285714285714285,7
Cloudy,Low ,motorcycle ,Other,Skincare,145.0,11.666666666666666,33.33333333333333,3
Cloudy,Low ,motorcycle ,Other,Snacks,200.0,5.0,100.0,1
Cloudy,Low ,motorcycle ,Other,Sports,96.25,10.0,0.0,4
Cloudy,Low ,motorcycle ,Other,Toys,110.0,8.75,0.0,4
Cloudy,Low ,motorcycle ,Urban ,Apparel,114.66666666666667,9.333333333333334,6.666666666666667,15
Cloudy,Low ,motorcycle ,Urban ,Books,108.83333333333333,9.666666666666666,13.333333333333334,30
Cloudy,Low ,motorcycle ,Urban ,Clothing,85.66666666666667,-86.0,0.0,15
Cloudy,Low ,motorcycle ,Urban ,Cosmetics,126.73913043478261,-114.34782608695652,17.391304347826086,23
Cloudy,Low ,motorcycle ,Urban ,Electronics,97.6923076923077,10.0,3.8461538461538463,26
Cloudy,Low ,motorcycle ,Urban ,Grocery,22.333333333333332,10.416666666666666,0.0,12
Cloudy,Low ,motorcycle ,Urban ,Home,105.88235294117646,8.823529411764707,5.88235294117647,17
Cloudy,Low ,motorcycle ,Urban ,Jewelry,122.14285714285714,11.904761904761905,19.047619047619047,21
Cloudy,Low ,motorcycle ,Urban ,Kitchen,103.75,-133.0,15.0,20
Cloudy,Low ,motorcycle ,Urban ,Outdoors,99.8076923076923,-45.76923076923077,0.0,26
Cloudy,Low ,motorcycle ,Urban ,Pet Supplies,97.38095238095238,8.571428571428571,0.0,21
Cloudy,Low ,motorcycle ,Urban ,Shoes,90.33333333333333,-85.66666666666667,6.666666666666667,15
Cloudy,Low ,motorcycle ,Urban ,Skincare,113.33333333333333,10.0,14.285714285714285,21
Cloudy,Low ,motorcycle ,Urban ,Snacks,113.8,-104.4,8.0,25
Cloudy,Low ,motorcycle ,Urban ,Sports,102.66666666666667,9.0,0.0,15
Cloudy,Low ,motorcycle ,Urban ,Toys,103.5,10.0,10.0,20
Cloudy,Low ,scooter ,Metropolitian ,Apparel,114.25925925925925,-44.25925925925926,14.814814814814813,27
Cloudy,Low ,scooter ,Metropolitian ,Books,111.44736842105263,-103.28947368421052,7.894736842105263,38
Cloudy,Low ,scooter ,Metropolitian ,Clothing,111.42857142857143,10.238095238095237,14.285714285714285,21
Cloudy,Low ,scooter ,Metropolitian ,Cosmetics,106.61290322580645,-129.3548387096774,3.225806451612903,31
Cloudy,Low ,scooter ,Metropolitian ,Electronics,107.5,11.195652173913043,8.695652173913043,46
Cloudy,Low ,scooter ,Metropolitian ,Grocery,20.08695652173913,-114.78260869565217,0.0,23
Cloudy,Low ,scooter ,Metropolitian ,Home,113.59375,-80.3125,6.25,32
Cloudy,Low ,scooter ,Metropolitian ,Jewelry,93.46153846153847,-45.76923076923077,3.8461538461538463,26
Cloudy,Low ,scooter ,Metropolitian ,Kitchen,98.95833333333333,-49.375,0.0,24
Cloudy,Low ,scooter ,Metropolitian ,Outdoors,111.66666666666667,-27.17948717948718,10.256410256410255,39
Cloudy,Low ,scooter ,Metropolitian ,Pet Supplies,120.38461538461539,-27.94871794871795,12.82051282051282,39
Cloudy,Low ,scooter ,Metropolitian ,Shoes,121.5625,-170.3125,15.625,32
Cloudy,Low ,scooter ,Metropolitian ,Skincare,111.66666666666667,-70.97222222222223,2.7777777777777777,36
Cloudy,Low ,scooter ,Metropolitian ,Snacks,93.65384615384616,-155.0,0.0,26
Cloudy,Low ,scooter ,Metropolitian ,Sports,110.3225806451613,-36.774193548387096,9.67741935483871,31
Cloudy,Low ,scooter ,Metropolitian ,Toys,112.55813953488372,11.162790697674419,9.30232558139535,43
Cloudy,Low ,scooter ,Other,Apparel,95.0,15.0,0.0,1
Cloudy,Low ,scooter ,Other,Books,81.66666666666667,8.333333333333334,0.0,3
Cloudy,Low ,scooter ,Other,Clothing,83.33333333333333,15.0,0.0,3
Cloudy,Low ,scooter ,Other,Cosmetics,72.5,5.0,0.0,2
Cloudy,Low ,scooter ,Other,Home,82.5,7.5,0.0,2
Cloudy,Low ,scooter ,Other,Jewelry,85.0,12.5,0.0,2
Cloudy,Low ,scooter ,Other,Kitchen,145.0,10.0,0.0,1
Cloudy,Low ,scooter ,Other,Pet Supplies,90.0,10.0,0.0,4
Cloudy,Low ,scooter ,Other,Shoes,82.5,10.0,0.0,2
Cloudy,Low ,scooter ,Other,Snacks,105.0,10.0,0.0,2
Cloudy,Low ,scooter ,Other,Toys,75.0,-1425.0,0.0,2
Cloudy,Low ,scooter ,Urban ,Apparel,100.71428571428571,9.642857142857142,0.0,14
Cloudy,Low ,scooter ,Urban ,Books,95.43478260869566,-54.130434782608695,4.3478260869565215,23
Cloudy,Low ,scooter ,Urban ,Clothing,90.76923076923077,10.0,0.0,13
